ACCIDENT_NO,ACCIDENT_DATE,ACCIDENT_TIME,ACCIDENT_TYPE,ACCIDENT_TYPE_DESC,DAY_OF_WEEK,DAY_WEEK_DESC,DCA_CODE,DCA_DESC,LIGHT_CONDITION,NODE_ID,ROAD_GEOMETRY_DESC,SEVERITY,SPEED_ZONE,RMA,ROAD_NAME,LGA_NAME,LATITUDE,LONGITUDE,YEAR,MONTH,MONTH_NAME,HOUR,TIME_PERIOD,DAY_TYPE
T20210017118,2021-08-06,04:57:00,1,Collision with vehicle,5,Friday,160,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,3,691288,Not at intersection,3,50,Local Road,TREWHELLA,HEPBURN,-37.339714,144.14754,2021,8,August,4,Late Night,Weekday
T20210019306,2021-08-06,10:00:00,1,Collision with vehicle,5,Friday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,41144,T intersection,3,60,Local Road,NEW,BAYSIDE,-37.91144,144.99182,2021,8,August,10,Midday,Weekday
T20210017087,2021-08-06,17:00:00,1,Collision with vehicle,5,Friday,135,LANE CHANGE LEFT (NOT OVERTAKING),9,699840,T intersection,3,60,Arterial Other,CANTERBURY,WHITEHORSE,-37.83115,145.14243,2021,8,August,17,Afternoon Peak,Weekday
T20210017075,2021-08-06,06:10:00,2,Struck Pedestrian,5,Friday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,3,693878,Not at intersection,2,70,Arterial Other,MAHONEYS,HUME,-37.69005,144.96198,2021,8,August,6,Morning Peak,Weekday
T20210018678,2021-08-06,14:54:00,1,Collision with vehicle,5,Friday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,60788,T intersection,3,70,Arterial Other,STURT,BALLARAT,-37.555195,143.81758,2021,8,August,14,Midday,Weekday
T20210020836,2021-08-06,08:45:00,8,No collision and no object struck,5,Friday,149,OTHER MANOEUVRING NOT INCLUDED IN DCAs 140-148,1,696990,Not at intersection,3,50,Local Road,LAURA,KINGSTON,-38.01922,145.09846,2021,8,August,8,Morning Peak,Weekday
T20210018407,2021-08-06,08:30:00,1,Collision with vehicle,5,Friday,130,REAR END(VEHICLES IN SAME LANE),1,691626,Not at intersection,3,100,Freeway,MONASH,MONASH,-37.91269,145.16548,2021,8,August,8,Morning Peak,Weekday
T20210017036,2021-08-06,23:20:00,4,Collision with a fixed object,5,Friday,198,OTHER ACCIDENTS NOT CLASSIFIABLE ELSEWHERE,3,29984,Cross intersection,2,60,Local Road,CARPENTER,BENDIGO,-36.77642,144.2851,2021,8,August,23,Night,Weekday
T20210017081,2021-08-06,14:00:00,1,Collision with vehicle,5,Friday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,1,690238,Not at intersection,2,60,Arterial Other,ANAKIE,GEELONG,-38.097473,144.33409,2021,8,August,14,Midday,Weekday
T20210017383,2021-08-06,03:30:00,4,Collision with a fixed object,5,Friday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,3,704242,Not at intersection,2,50,Local Road,WEEROONA,MORNINGTON PENINSULA,-38.3845,144.82982,2021,8,August,3,Late Night,Weekday
T20210017050,2021-08-06,07:07:00,1,Collision with vehicle,5,Friday,140,U TURN,1,689785,Not at intersection,3,60,Arterial Other,ST KILDA,MELBOURNE,-37.84837,144.97997,2021,8,August,7,Morning Peak,Weekday
T20210017043,2021-08-06,01:45:00,1,Collision with vehicle,5,Friday,120,HEAD ON (NOT OVERTAKING),5,700947,Not at intersection,2,80,Arterial Highway,STURT,MILDURA,-34.215645,142.02963,2021,8,August,1,Late Night,Weekday
T20210017076,2021-08-06,11:30:00,1,Collision with vehicle,5,Friday,130,REAR END(VEHICLES IN SAME LANE),1,692397,Not at intersection,3,80,Freeway,SOUTH GIPPSLAND OUT-POUND,CASEY,-38.025333,145.24837,2021,8,August,11,Midday,Weekday
T20210017089,2021-08-06,07:47:00,1,Collision with vehicle,5,Friday,130,REAR END(VEHICLES IN SAME LANE),1,692396,Not at intersection,3,80,Arterial Other,HUME,HUME,-37.58769,144.94154,2021,8,August,7,Morning Peak,Weekday
T20210017051,2021-08-06,07:09:00,4,Collision with a fixed object,5,Friday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,47555,T intersection,2,60,Local Road,ERNST WANKE,CASEY,-38.020172,145.3458,2021,8,August,7,Morning Peak,Weekday
T20210017053,2021-08-06,06:30:00,1,Collision with vehicle,5,Friday,121,RIGHT THROUGH,3,44031,T intersection,2,60,Arterial Other,FRANKSTON-FLINDERS,MORNINGTON PENINSULA,-38.312542,145.18364,2021,8,August,6,Morning Peak,Weekday
T20210017337,2021-08-06,13:45:00,1,Collision with vehicle,5,Friday,160,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,1,690287,Not at intersection,2,40,Local Road,LAKESIDE,PORT PHILLIP,-37.839214,144.97101,2021,8,August,13,Midday,Weekday
T20210017071,2021-08-06,11:25:00,1,Collision with vehicle,5,Friday,121,RIGHT THROUGH,1,324648,T intersection,2,80,Arterial Other,CRANBOURNE ROAD -NARRE WARREN,CASEY,-38.07179,145.29774,2021,8,August,11,Midday,Weekday
T20210017073,2021-08-06,12:00:00,1,Collision with vehicle,5,Friday,130,REAR END(VEHICLES IN SAME LANE),1,689938,Not at intersection,3,80,Arterial Highway,STUD,KNOX,-37.91435,145.2358,2021,8,August,12,Midday,Weekday
T20210017120,2021-08-07,02:09:00,4,Collision with a fixed object,6,Saturday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,3,748153,Not at intersection,2,40,Arterial Other,TOORAK,STONNINGTON,-37.84403,145.03339,2021,8,August,2,Late Night,Weekend
T20210017145,2021-08-07,17:00:00,1,Collision with vehicle,6,Saturday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,35313,Cross intersection,2,70,Freeway,KOROROIT CREEK-PRINCES OUT,HOBSONS BAY,-37.84488,144.78873,2021,8,August,17,Afternoon Peak,Weekend
T20210017114,2021-08-07,00:05:00,4,Collision with a fixed object,6,Saturday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,3,95467,Not at intersection,2,70,Arterial Highway,DANDENONG,GLEN EIRA,-37.87925,145.04819,2021,8,August,0,Late Night,Weekend
T20210017149,2021-08-07,16:43:00,4,Collision with a fixed object,6,Saturday,151,OUT OF CONTROL (OVERTAKING),1,701527,Not at intersection,2,60,Arterial Other,CRAIGIEBURN,WHITTLESEA,-37.605114,144.99489,2021,8,August,16,Afternoon Peak,Weekend
T20210017600,2021-08-07,14:00:00,1,Collision with vehicle,6,Saturday,130,REAR END(VEHICLES IN SAME LANE),9,38812,T intersection,3,60,Arterial Other,HOPKINS,MARIBYRNONG,-37.800854,144.90924,2021,8,August,14,Midday,Weekend
T20210017156,2021-08-07,20:10:00,8,No collision and no object struck,6,Saturday,180,OFF CARRIAGEWAY ON RIGHT BEND,3,693470,T intersection,2,50,Local Road,FLINDERS,MORNINGTON PENINSULA,-38.35911,144.92822,2021,8,August,20,Night,Weekend
T20210017157,2021-08-07,16:10:00,1,Collision with vehicle,6,Saturday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,1,691029,Not at intersection,3,60,Local Road,AITKEN,HUME,-37.591213,144.9105,2021,8,August,16,Afternoon Peak,Weekend
T20210017926,2021-08-07,13:30:00,1,Collision with vehicle,6,Saturday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,43992,Cross intersection,3,80,Arterial Other,MORNINGTON-TYABB,MORNINGTON PENINSULA,-38.247383,145.1051,2021,8,August,13,Midday,Weekend
T20210017132,2021-08-07,10:13:00,1,Collision with vehicle,6,Saturday,132,RIGHT REAR.,1,694445,Not at intersection,2,50,Local Road,BARRIES,MELTON,-37.68744,144.5663,2021,8,August,10,Midday,Weekend
T20210017593,2021-08-07,12:30:00,1,Collision with vehicle,6,Saturday,121,RIGHT THROUGH,1,779968,Cross intersection,3,60,Arterial Other,CHESTERVILLE,KINGSTON,-37.957993,145.05708,2021,8,August,12,Midday,Weekend
T20210017428,2021-08-07,13:00:00,1,Collision with vehicle,6,Saturday,130,REAR END(VEHICLES IN SAME LANE),1,690270,Not at intersection,3,80,Arterial Highway,ST KILDA,PORT PHILLIP,-37.86391,144.98528,2021,8,August,13,Midday,Weekend
T20210017136,2021-08-07,11:30:00,1,Collision with vehicle,6,Saturday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,690106,Cross intersection,3,60,Arterial Highway,RACECOURSE,MELBOURNE,-37.789185,144.94014,2021,8,August,11,Midday,Weekend
T20210017139,2021-08-07,11:00:00,2,Struck Pedestrian,6,Saturday,102,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,1,35399,Multiple intersection,2,60,Arterial Other,ALBERT,PORT PHILLIP,-37.84217,144.9592,2021,8,August,11,Midday,Weekend
T20210019241,2021-08-07,16:10:00,4,Collision with a fixed object,6,Saturday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,692995,Not at intersection,3,100,Arterial Other,BACCHUS MARSH,MACEDON RANGES,-37.488426,144.5651,2021,8,August,16,Afternoon Peak,Weekend
T20210017121,2021-08-07,03:00:00,2,Struck Pedestrian,6,Saturday,194,PARKED CAR RUN AWAY,5,689893,Not at intersection,2,60,Local Road,DANGERS,SURF COAST,-38.306725,144.11227,2021,8,August,3,Late Night,Weekend
T20210017852,2021-08-07,11:30:00,4,Collision with a fixed object,6,Saturday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,742453,Not at intersection,2,60,Local Road,ROBINSWOOD,CASEY,-38.066875,145.31686,2021,8,August,11,Midday,Weekend
T20210017171,2021-08-07,18:00:00,2,Struck Pedestrian,6,Saturday,104,PED WALKING WITH TRAFFIC,9,690938,Not at intersection,3,60,Arterial Other,CIVIC,HOBSONS BAY,-37.86278,144.8151,2021,8,August,18,Afternoon Peak,Weekend
T20210017131,2021-08-07,10:45:00,4,Collision with a fixed object,6,Saturday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,692056,Not at intersection,2,100,Arterial Other,MELBOURNE LANCEFIELD,MACEDON RANGES,-37.37951,144.7465,2021,8,August,10,Midday,Weekend
T20210017463,2021-08-07,12:30:00,4,Collision with a fixed object,6,Saturday,179,OTHER ACCIDENTS-OFF STRAIGHT NOT INCLUDED IN DCAs 170-175,1,691604,T intersection,2,100,Local Road,MT SAMARIA,MANSFIELD,-36.941246,146.07664,2021,8,August,12,Midday,Weekend
T20210017146,2021-08-07,16:16:00,1,Collision with vehicle,6,Saturday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,278568,Cross intersection,3,60,Arterial Other,MCDONALDS,WHITTLESEA,-37.650524,145.0761,2021,8,August,16,Afternoon Peak,Weekend
T20210017129,2021-08-07,10:25:00,1,Collision with vehicle,6,Saturday,121,RIGHT THROUGH,1,45519,T intersection,3,80,Local Road,GREIGS,MELTON,-37.744793,144.66899,2021,8,August,10,Midday,Weekend
T20210017769,2021-08-07,14:00:00,1,Collision with vehicle,6,Saturday,160,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,1,730849,Not at intersection,2,50,Local Road,CHURINGA,WHITEHORSE,-37.829903,145.21196,2021,8,August,14,Midday,Weekend
T20210017335,2021-08-07,00:27:00,4,Collision with a fixed object,6,Saturday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,3,781206,T intersection,3,60,Arterial Other,PEEL,MELBOURNE,-37.801777,144.9571,2021,8,August,0,Late Night,Weekend
T20210017127,2021-08-07,09:50:00,1,Collision with vehicle,6,Saturday,130,REAR END(VEHICLES IN SAME LANE),1,23933,Cross intersection,3,60,Local Road,BOARDWALK,WYNDHAM,-37.88459,144.73285,2021,8,August,9,Morning Peak,Weekend
T20210017153,2021-08-07,19:10:00,1,Collision with vehicle,6,Saturday,160,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,3,730825,Not at intersection,2,60,Local Road,AUTUMN,GEELONG,-38.142277,144.3415,2021,8,August,19,Night,Weekend
T20210017158,2021-08-08,01:00:00,4,Collision with a fixed object,7,Sunday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,3,695059,Not at intersection,1,60,Local Road,LITHGOW,MITCHELL,-37.47351,144.972,2021,8,August,1,Late Night,Weekend
T20210017163,2021-08-08,08:31:00,1,Collision with vehicle,7,Sunday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,312078,Cross intersection,3,80,Arterial Other,BALLARAT-MARYBOROUGH,BALLARAT,-37.513836,143.80392,2021,8,August,8,Morning Peak,Weekend
T20210017168,2021-08-08,07:20:00,1,Collision with vehicle,7,Sunday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,1251,Cross intersection,3,60,Arterial Other,FURLONG,BRIMBANK,-37.760372,144.81213,2021,8,August,7,Morning Peak,Weekend
T20210017181,2021-08-08,13:30:00,1,Collision with vehicle,7,Sunday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,55410,Cross intersection,2,50,Arterial Other,DAWSON STREET N-DAWSON,BALLARAT,-37.56129,143.85338,2021,8,August,13,Midday,Weekend
T20210017182,2021-08-08,15:00:00,1,Collision with vehicle,7,Sunday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,38868,Cross intersection,3,60,Arterial Other,BARKERS,BOROONDARA,-37.812737,145.02026,2021,8,August,15,Afternoon Peak,Weekend
T20210017184,2021-08-08,15:14:00,1,Collision with vehicle,7,Sunday,132,RIGHT REAR.,1,690018,Multiple intersection,3,30,Freeway,HUME OUT-COOPER,WHITTLESEA,-37.64836,144.98973,2021,8,August,15,Afternoon Peak,Weekend
T20210017188,2021-08-08,18:00:00,1,Collision with vehicle,7,Sunday,160,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,1,701012,Not at intersection,2,60,Local Road,HANSON,HUME,-37.59137,144.93709,2021,8,August,18,Afternoon Peak,Weekend
T20210017189,2021-08-08,15:50:00,1,Collision with vehicle,7,Sunday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,690196,T intersection,2,100,Arterial Highway,SOUTH GIPPSLAND,CASEY,-38.213722,145.41464,2021,8,August,15,Afternoon Peak,Weekend
T20210017191,2021-08-08,19:55:00,1,Collision with vehicle,7,Sunday,130,REAR END(VEHICLES IN SAME LANE),3,690565,Not at intersection,2,70,Arterial Other,CANTERBURY,WHITEHORSE,-37.835796,145.18192,2021,8,August,19,Night,Weekend
T20210017194,2021-08-08,22:00:00,1,Collision with vehicle,7,Sunday,121,RIGHT THROUGH,3,10471,Multiple intersection,3,60,Freeway,CHANDLER,BOROONDARA,-37.79074,145.02763,2021,8,August,22,Night,Weekend
T20210017203,2021-08-08,14:30:00,6,Vehicle overturned (no collision),7,Sunday,180,OFF CARRIAGEWAY ON RIGHT BEND,1,692272,T intersection,2,100,Local Road,LIMESTONE,EAST GIPPSLAND,-36.94112,147.77318,2021,8,August,14,Midday,Weekend
T20210017201,2021-08-08,13:38:00,1,Collision with vehicle,7,Sunday,121,RIGHT THROUGH,1,690019,Multiple intersection,3,80,Arterial Highway,NEPEAN,MORNINGTON PENINSULA,-38.329586,144.98616,2021,8,August,13,Midday,Weekend
T20210017195,2021-08-08,18:15:00,1,Collision with vehicle,7,Sunday,116,LEFT NEAR (INTERSECTIONS ONLY),6,691030,T intersection,3,60,Local Road,LITHGOW,MITCHELL,-37.47175,144.95763,2021,8,August,18,Afternoon Peak,Weekend
T20210017193,2021-08-08,17:24:00,4,Collision with a fixed object,7,Sunday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,694762,Not at intersection,2,80,Local Road,MARTIN,MOUNT ALEXANDER,-37.07228,144.19257,2021,8,August,17,Afternoon Peak,Weekend
T20210019169,2021-08-08,17:59:00,4,Collision with a fixed object,7,Sunday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,6,703904,Not at intersection,2,80,Arterial Other,SYDNEY,HUME,-37.64572,144.95154,2021,8,August,17,Afternoon Peak,Weekend
T20210021238,2021-08-08,16:22:00,1,Collision with vehicle,7,Sunday,121,RIGHT THROUGH,1,36488,Cross intersection,3,50,Arterial Highway,ALEXANDRA,YARRA,-37.793453,144.9793,2021,8,August,16,Afternoon Peak,Weekend
T20210017264,2021-08-08,20:25:00,6,Vehicle overturned (no collision),7,Sunday,180,OFF CARRIAGEWAY ON RIGHT BEND,5,694722,Not at intersection,2,100,Local Road,BAMGANIE,GOLDEN PLAINS,-37.917988,143.98877,2021,8,August,20,Night,Weekend
T20210017240,2021-08-09,19:10:00,4,Collision with a fixed object,1,Monday,183,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,3,693241,Not at intersection,3,60,Arterial Other,MOUNT DANDENONG TOURIST,YARRA RANGES,-37.812527,145.36382,2021,8,August,19,Night,Weekday
T20210017234,2021-08-09,16:40:00,1,Collision with vehicle,1,Monday,121,RIGHT THROUGH,2,690288,T intersection,3,50,Local Road,CLARK,COLAC OTWAY,-38.332592,143.60712,2021,8,August,16,Afternoon Peak,Weekday
T20210017232,2021-08-09,16:20:00,4,Collision with a fixed object,1,Monday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,690021,Not at intersection,3,100,Freeway,WESTERN RING,BRIMBANK,-37.719604,144.8702,2021,8,August,16,Afternoon Peak,Weekday
T20210017209,2021-08-09,10:20:00,2,Struck Pedestrian,1,Monday,107,PED ON FOOTHPATH STRUCK BY VEHENTERING/LEAVING DRIVEWAY.,1,692273,Not at intersection,3,50,Local Road,FLORIDA,BASS COAST,-38.63618,145.71059,2021,8,August,10,Midday,Weekday
T20210017223,2021-08-09,13:10:00,1,Collision with vehicle,1,Monday,120,HEAD ON (NOT OVERTAKING),1,690343,Not at intersection,3,50,Local Road,BROOKWATER,CASEY,-38.07637,145.24962,2021,8,August,13,Midday,Weekday
T20210017222,2021-08-09,06:21:00,1,Collision with vehicle,1,Monday,140,U TURN,3,698690,Not at intersection,2,60,Arterial Other,DOHERTYS,WYNDHAM,-37.82852,144.79135,2021,8,August,6,Morning Peak,Weekday
T20210017216,2021-08-09,12:10:00,1,Collision with vehicle,1,Monday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,281176,T intersection,2,70,Freeway,CHANDLER,BOROONDARA,-37.78985,145.02643,2021,8,August,12,Midday,Weekday
T20210017488,2021-08-09,17:00:00,6,Vehicle overturned (no collision),1,Monday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,690344,Not at intersection,2,50,Local Road,HIGHFIELD,FRANKSTON,-38.199314,145.19235,2021,8,August,17,Afternoon Peak,Weekday
T20210017465,2021-08-09,07:20:00,1,Collision with vehicle,1,Monday,130,REAR END(VEHICLES IN SAME LANE),9,696523,Not at intersection,3,100,Freeway,WESTERN RING,BRIMBANK,-37.718853,144.87117,2021,8,August,7,Morning Peak,Weekday
T20210017241,2021-08-09,17:55:00,1,Collision with vehicle,1,Monday,148,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,1,692168,Not at intersection,2,70,Local Road,EVANS,CASEY,-38.069984,145.2601,2021,8,August,17,Afternoon Peak,Weekday
T20210017211,2021-08-09,10:30:00,2,Struck Pedestrian,1,Monday,103,PED PLAYING/LYING/WORKING/STANDING ON CARRIAGEWAY.,1,690151,Not at intersection,3,50,Arterial Highway,MYRTLE,ALPINE,-36.56554,146.72928,2021,8,August,10,Midday,Weekday
T20210017210,2021-08-09,06:50:00,1,Collision with vehicle,1,Monday,130,REAR END(VEHICLES IN SAME LANE),2,690020,Not at intersection,2,100,Freeway,WESTERN RING,BRIMBANK,-37.71591,144.87541,2021,8,August,6,Morning Peak,Weekday
T20210017253,2021-08-09,16:30:00,1,Collision with vehicle,1,Monday,130,REAR END(VEHICLES IN SAME LANE),1,690999,Not at intersection,3,70,Arterial Highway,WELLINGTON,MONASH,-37.915154,145.13048,2021,8,August,16,Afternoon Peak,Weekday
T20210017239,2021-08-09,17:26:00,1,Collision with vehicle,1,Monday,148,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,1,44242,Cross intersection,3,60,Arterial Other,MCDONALDS,WHITTLESEA,-37.651222,145.08803,2021,8,August,17,Afternoon Peak,Weekday
T20210017237,2021-08-09,17:00:00,1,Collision with vehicle,1,Monday,160,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,1,690022,Not at intersection,3,50,Local Road,MILLS,KINGSTON,-37.99433,145.11435,2021,8,August,17,Afternoon Peak,Weekday
T20210017235,2021-08-09,10:30:00,1,Collision with vehicle,1,Monday,130,REAR END(VEHICLES IN SAME LANE),1,778515,Cross intersection,3,50,Arterial Other,ASCOT VALE,MOONEE VALLEY,-37.772537,144.92393,2021,8,August,10,Midday,Weekday
T20210017307,2021-08-10,18:55:00,1,Collision with vehicle,2,Tuesday,160,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,5,695670,Not at intersection,3,100,Arterial Other,TRAMWAY,LATROBE,-38.27061,146.43358,2021,8,August,18,Afternoon Peak,Weekday
T20210017312,2021-08-10,19:55:00,4,Collision with a fixed object,2,Tuesday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,3,692587,Not at intersection,3,80,Arterial Highway,DANDENONG,MONASH,-37.910362,145.12062,2021,8,August,19,Night,Weekday
T20210017313,2021-08-10,17:37:00,4,Collision with a fixed object,2,Tuesday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,5,689997,Not at intersection,1,100,Arterial Other,TYERS-WALHALLA,LATROBE,-38.109947,146.45187,2021,8,August,17,Afternoon Peak,Weekday
T20210017315,2021-08-10,21:38:00,1,Collision with vehicle,2,Tuesday,130,REAR END(VEHICLES IN SAME LANE),3,685785,Not at intersection,2,80,Arterial Highway,WELLINGTON,KNOX,-37.927757,145.23094,2021,8,August,21,Night,Weekday
T20210017316,2021-08-10,14:52:00,1,Collision with vehicle,2,Tuesday,130,REAR END(VEHICLES IN SAME LANE),1,43710,T intersection,3,60,Local Road,BENAMBRA,DAREBIN,-37.73354,144.99081,2021,8,August,14,Midday,Weekday
T20210017327,2021-08-10,16:50:00,1,Collision with vehicle,2,Tuesday,152,PULLING OUT (OVERTAKING),2,691849,Not at intersection,3,100,Arterial Other,RIDDELL,MACEDON RANGES,-37.474636,144.67455,2021,8,August,16,Afternoon Peak,Weekday
T20210017461,2021-08-10,10:07:00,1,Collision with vehicle,2,Tuesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,38778,Cross intersection,3,60,Local Road,HYDE,MARIBYRNONG,-37.814377,144.89717,2021,8,August,10,Midday,Weekday
T20210017720,2021-08-10,10:45:00,1,Collision with vehicle,2,Tuesday,131,LEFT REAR,1,692878,Not at intersection,3,70,Arterial Other,SOUTH,BAYSIDE,-37.9292,145.00374,2021,8,August,10,Midday,Weekday
T20210017395,2021-08-10,16:44:00,1,Collision with vehicle,2,Tuesday,116,LEFT NEAR (INTERSECTIONS ONLY),2,619659,Cross intersection,3,50,Arterial Highway,WOOD,DAREBIN,-37.73556,145.02428,2021,8,August,16,Afternoon Peak,Weekday
T20210017619,2021-08-10,17:35:00,1,Collision with vehicle,2,Tuesday,120,HEAD ON (NOT OVERTAKING),2,694716,Not at intersection,3,100,Arterial Other,KOO-WEE-RUP BYPASS,CARDINIA,-38.20583,145.47414,2021,8,August,17,Afternoon Peak,Weekday
T20210017248,2021-08-10,01:20:00,4,Collision with a fixed object,2,Tuesday,183,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,3,692930,T intersection,2,50,Local Road,NORTHUMBERLAND,SHEPPARTON,-36.404346,145.4106,2021,8,August,1,Late Night,Weekday
T20210017249,2021-08-10,03:28:00,1,Collision with vehicle,2,Tuesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),3,302721,Cross intersection,3,60,Arterial Highway,HODDLE,YARRA,-37.809612,144.99138,2021,8,August,3,Late Night,Weekday
T20210017258,2021-08-10,08:32:00,1,Collision with vehicle,2,Tuesday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,48939,T intersection,2,100,Freeway,PRINCES,CARDINIA,-38.0762,145.67473,2021,8,August,8,Morning Peak,Weekday
T20210017263,2021-08-10,10:12:00,2,Struck Pedestrian,2,Tuesday,105,PED WALKING AGAINST TRAFFIC.,1,691567,Not at intersection,2,50,Local Road,TEMPLETON,WANGARATTA,-36.352337,146.3261,2021,8,August,10,Midday,Weekday
T20210017268,2021-08-10,08:24:00,1,Collision with vehicle,2,Tuesday,111,RIGHT FAR (INTERSECTIONS ONLY),1,45441,T intersection,3,60,Local Road,GLENBARRY,HUME,-37.66406,144.96461,2021,8,August,8,Morning Peak,Weekday
T20210017269,2021-08-10,12:02:00,1,Collision with vehicle,2,Tuesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,19419,Cross intersection,2,60,Arterial Other,HOLDSWORTH,BENDIGO,-36.73788,144.26398,2021,8,August,12,Midday,Weekday
T20210017273,2021-08-10,13:40:00,4,Collision with a fixed object,2,Tuesday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,784792,T intersection,2,70,Arterial Other,STATION,BRIMBANK,-37.746635,144.77875,2021,8,August,13,Midday,Weekday
T20210017275,2021-08-10,13:07:00,4,Collision with a fixed object,2,Tuesday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,691524,Not at intersection,2,50,Local Road,WONGA,MAROONDAH,-37.796288,145.23875,2021,8,August,13,Midday,Weekday
T20210017276,2021-08-10,07:20:00,1,Collision with vehicle,2,Tuesday,130,REAR END(VEHICLES IN SAME LANE),1,690714,Not at intersection,2,100,Freeway,PRINCES,GEELONG,-38.005985,144.48404,2021,8,August,7,Morning Peak,Weekday
T20210017281,2021-08-10,14:26:00,4,Collision with a fixed object,2,Tuesday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,690025,T intersection,2,50,Arterial Highway,SAILORS GULLY,BENDIGO,-36.717587,144.25198,2021,8,August,14,Midday,Weekday
T20210017286,2021-08-10,11:50:00,1,Collision with vehicle,2,Tuesday,131,LEFT REAR,1,690026,Not at intersection,3,80,Arterial Other,DIAMOND CREEK,NILLUMBIK,-37.683697,145.11882,2021,8,August,11,Midday,Weekday
T20210017288,2021-08-10,06:40:00,1,Collision with vehicle,2,Tuesday,130,REAR END(VEHICLES IN SAME LANE),2,691804,Not at intersection,3,60,Arterial Other,FELLMONGERS,GEELONG,-38.179356,144.36824,2021,8,August,6,Morning Peak,Weekday
T20210017290,2021-08-10,15:45:00,1,Collision with vehicle,2,Tuesday,132,RIGHT REAR.,1,68258,T intersection,3,60,Local Road,HUDSON,GLEN EIRA,-37.879745,145.03491,2021,8,August,15,Afternoon Peak,Weekday
T20210017292,2021-08-10,16:30:00,1,Collision with vehicle,2,Tuesday,113,RIGHT NEAR (INTERSECTIONS ONLY),2,690199,T intersection,2,60,Local Road,HENDERSON,KNOX,-37.905632,145.24774,2021,8,August,16,Afternoon Peak,Weekday
T20210017295,2021-08-10,14:30:00,1,Collision with vehicle,2,Tuesday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,42594,T intersection,3,60,Arterial Other,JACKSONS,DANDENONG,-37.94183,145.19241,2021,8,August,14,Midday,Weekday
