ACCIDENT_NO,ACCIDENT_DATE,ACCIDENT_TIME,ACCIDENT_TYPE,ACCIDENT_TYPE_DESC,DAY_OF_WEEK,DAY_WEEK_DESC,DCA_CODE,DCA_DESC,LIGHT_CONDITION,NODE_ID,ROAD_GEOMETRY_DESC,SEVERITY,SPEED_ZONE,RMA,ROAD_NAME,LGA_NAME,LATITUDE,LONGITUDE,YEAR,MONTH,MONTH_NAME,HOUR,TIME_PERIOD,DAY_TYPE
T20210017317,2021-08-10,17:05:00,4,Collision with a fixed object,2,Tuesday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,695208,Not at intersection,2,60,Arterial Highway,PLENTY VALLEY,DAREBIN,-37.724304,145.02763,2021,8,August,17,Afternoon Peak,Weekday
T20210018161,2021-08-10,22:40:00,6,Vehicle overturned (no collision),2,Tuesday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),6,52992,Cross intersection,3,60,Arterial Other,WILTSHIRE,BALLARAT,-37.584515,143.80759,2021,8,August,22,Night,Weekday
T20210017446,2021-08-10,09:38:00,1,Collision with vehicle,2,Tuesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,38778,Cross intersection,3,60,Local Road,HYDE,MARIBYRNONG,-37.814377,144.89717,2021,8,August,9,Morning Peak,Weekday
T20210017494,2021-08-10,14:00:00,1,Collision with vehicle,2,Tuesday,130,REAR END(VEHICLES IN SAME LANE),1,38598,T intersection,3,60,Arterial Other,ASHLEY,MARIBYRNONG,-37.797665,144.86238,2021,8,August,14,Midday,Weekday
T20210017489,2021-08-10,15:30:00,1,Collision with vehicle,2,Tuesday,148,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,1,35571,Multiple intersection,3,60,Arterial Other,HAMPTON,BAYSIDE,-37.94435,145.00125,2021,8,August,15,Afternoon Peak,Weekday
T20210017298,2021-08-10,16:20:00,1,Collision with vehicle,2,Tuesday,148,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,1,43403,T intersection,3,60,Arterial Highway,BELL,DAREBIN,-37.74269,144.97981,2021,8,August,16,Afternoon Peak,Weekday
T20210017300,2021-08-10,03:57:00,4,Collision with a fixed object,2,Tuesday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,3,698539,Not at intersection,2,60,Arterial Other,EASTBOURNE,MORNINGTON PENINSULA,-38.367012,144.87225,2021,8,August,3,Late Night,Weekday
T20210017301,2021-08-10,14:29:00,4,Collision with a fixed object,2,Tuesday,175,OFF END OF ROAD/T-INTERSECTION.,1,38177,T intersection,2,60,Arterial Other,SOUTHERN,BANYULE,-37.743225,145.05858,2021,8,August,14,Midday,Weekday
T20210017305,2021-08-10,17:25:00,2,Struck Pedestrian,2,Tuesday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,1,695207,Cross intersection,2,80,Arterial Highway,BURWOOD,WHITEHORSE,-37.85273,145.15181,2021,8,August,17,Afternoon Peak,Weekday
T20210017306,2021-08-10,18:10:00,1,Collision with vehicle,2,Tuesday,121,RIGHT THROUGH,3,711905,T intersection,3,60,Local Road,MACINTOSH,SHEPPARTON,-36.393257,145.4035,2021,8,August,18,Afternoon Peak,Weekday
T20210017345,2021-08-11,15:40:00,1,Collision with vehicle,3,Wednesday,140,U TURN,1,693839,T intersection,2,100,Arterial Highway,STRZELECKI,LATROBE,-38.23734,146.35143,2021,8,August,15,Afternoon Peak,Weekday
T20210017333,2021-08-11,14:00:00,1,Collision with vehicle,3,Wednesday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,1,690924,Not at intersection,3,60,Arterial Other,HOWITT,BALLARAT,-37.540615,143.83405,2021,8,August,14,Midday,Weekday
T20210017350,2021-08-11,16:40:00,1,Collision with vehicle,3,Wednesday,120,HEAD ON (NOT OVERTAKING),1,692764,Not at intersection,2,80,Local Road,RIVER,MOIRA,-35.92975,145.67426,2021,8,August,16,Afternoon Peak,Weekday
T20210017324,2021-08-11,09:00:00,1,Collision with vehicle,3,Wednesday,152,PULLING OUT (OVERTAKING),1,691569,T intersection,3,100,Arterial Other,KATAMATITE-NATHALIA,MOIRA,-36.074207,145.34991,2021,8,August,9,Morning Peak,Weekday
T20210017476,2021-08-11,21:40:00,1,Collision with vehicle,3,Wednesday,113,RIGHT NEAR (INTERSECTIONS ONLY),3,48841,Cross intersection,2,80,Arterial Other,DERRIMUT,WYNDHAM,-37.83446,144.69106,2021,8,August,21,Night,Weekday
T20210017329,2021-08-11,11:50:00,1,Collision with vehicle,3,Wednesday,160,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,1,691850,Not at intersection,2,40,Arterial Other,HIGH,STRATHBOGIE,-36.78161,145.15466,2021,8,August,11,Midday,Weekday
T20210017356,2021-08-11,19:30:00,2,Struck Pedestrian,3,Wednesday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,3,36826,Cross intersection,2,40,Arterial Other,DUDLEY,MELBOURNE,-37.80924,144.95236,2021,8,August,19,Night,Weekday
T20210018148,2021-08-11,18:20:00,1,Collision with vehicle,3,Wednesday,130,REAR END(VEHICLES IN SAME LANE),3,730858,Not at intersection,3,60,Arterial Highway,SPRINGVALE,MONASH,-37.87395,145.1669,2021,8,August,18,Afternoon Peak,Weekday
T20210017675,2021-08-11,17:10:00,3,Struck animal,3,Wednesday,167,STRUCK ANIMAL,2,779970,T intersection,3,100,Freeway,PRINCES,CARDINIA,-38.068893,145.62018,2021,8,August,17,Afternoon Peak,Weekday
T20210017357,2021-08-11,16:30:00,1,Collision with vehicle,3,Wednesday,130,REAR END(VEHICLES IN SAME LANE),1,692992,Not at intersection,3,80,Arterial Other,SOMERTON,HUME,-37.642197,144.94122,2021,8,August,16,Afternoon Peak,Weekday
T20210017353,2021-08-11,18:30:00,1,Collision with vehicle,3,Wednesday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,3,781230,Not at intersection,3,60,Arterial Other,WILLIAMSTOWN,PORT PHILLIP,-37.83201,144.9404,2021,8,August,18,Afternoon Peak,Weekday
T20210017341,2021-08-11,13:35:00,8,No collision and no object struck,3,Wednesday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,44112,T intersection,3,70,Arterial Highway,POINT NEPEAN,MORNINGTON PENINSULA,-38.36111,144.78091,2021,8,August,13,Midday,Weekday
T20210017344,2021-08-11,14:05:00,1,Collision with vehicle,3,Wednesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,57539,Cross intersection,3,80,Arterial Highway,DANDENONG,STONNINGTON,-37.884552,145.06747,2021,8,August,14,Midday,Weekday
T20210019523,2021-08-11,05:50:00,1,Collision with vehicle,3,Wednesday,130,REAR END(VEHICLES IN SAME LANE),2,701488,Not at intersection,3,80,Freeway,MONASH,MONASH,-37.91265,145.16544,2021,8,August,5,Morning Peak,Weekday
T20210017360,2021-08-11,16:30:00,1,Collision with vehicle,3,Wednesday,120,HEAD ON (NOT OVERTAKING),1,692349,T intersection,3,50,Local Road,LEAKES,MELTON,-37.734653,144.65216,2021,8,August,16,Afternoon Peak,Weekday
T20210017354,2021-08-11,16:04:00,1,Collision with vehicle,3,Wednesday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,2,690626,Not at intersection,3,40,Arterial Other,BAY,BAYSIDE,-37.951874,145.00508,2021,8,August,16,Afternoon Peak,Weekday
T20210017338,2021-08-11,08:20:00,1,Collision with vehicle,3,Wednesday,121,RIGHT THROUGH,1,697778,Cross intersection,3,60,Arterial Other,NARRE WARREN,CASEY,-38.10052,145.29231,2021,8,August,8,Morning Peak,Weekday
T20210017361,2021-08-11,15:45:00,1,Collision with vehicle,3,Wednesday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,322074,Cross intersection,3,80,Arterial Other,BALLARAT ROAD -WESTERN,MELTON,-37.763393,144.75722,2021,8,August,15,Afternoon Peak,Weekday
T20210017362,2021-08-11,16:05:00,2,Struck Pedestrian,3,Wednesday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,1,690076,Not at intersection,1,50,Local Road,LAWSONS,CARDINIA,-37.922092,145.4562,2021,8,August,16,Afternoon Peak,Weekday
T20210017363,2021-08-11,00:30:00,1,Collision with vehicle,3,Wednesday,142,LEAVING PARKING,3,690201,Not at intersection,3,60,Arterial Other,CITY,MELBOURNE,-37.82712,144.95871,2021,8,August,0,Late Night,Weekday
T20210017730,2021-08-12,08:00:00,1,Collision with vehicle,4,Thursday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,49252,Cross intersection,3,60,Local Road,FOURTEENTH,MILDURA,-34.193935,142.14186,2021,8,August,8,Morning Peak,Weekday
T20210017394,2021-08-12,12:19:00,1,Collision with vehicle,4,Thursday,130,REAR END(VEHICLES IN SAME LANE),1,690203,Not at intersection,3,80,Arterial Other,FERNTREE GULLY,KNOX,-37.897713,145.24313,2021,8,August,12,Midday,Weekday
T20210020724,2021-08-12,19:45:00,6,Vehicle overturned (no collision),4,Thursday,170,OFF CARRIAGEWAY TO LEFT,5,694960,Not at intersection,2,80,Arterial Other,KURRAK,NILLUMBIK,-37.65138,145.10733,2021,8,August,19,Night,Weekday
T20210017392,2021-08-12,07:34:00,1,Collision with vehicle,4,Thursday,130,REAR END(VEHICLES IN SAME LANE),2,690532,Not at intersection,3,100,Arterial Other,WHITTLESEA-YEA,MURRINDINDI,-37.3177,145.29395,2021,8,August,7,Morning Peak,Weekday
T20210017400,2021-08-12,09:11:00,1,Collision with vehicle,4,Thursday,121,RIGHT THROUGH,1,42440,T intersection,3,50,Local Road,SHORTS,MORELAND,-37.722805,144.95094,2021,8,August,9,Morning Peak,Weekday
T20210017403,2021-08-12,06:58:00,1,Collision with vehicle,4,Thursday,131,LEFT REAR,2,277325,Multiple intersection,3,60,Freeway,EASTLINK IN-DANDENONG,DANDENONG,-38.00127,145.19058,2021,8,August,6,Morning Peak,Weekday
T20210017404,2021-08-12,07:00:00,1,Collision with vehicle,4,Thursday,130,REAR END(VEHICLES IN SAME LANE),1,690531,Not at intersection,2,50,Local Road,TAYLORS,MELTON,-37.725098,144.7604,2021,8,August,7,Morning Peak,Weekday
T20210018426,2021-08-12,08:50:00,1,Collision with vehicle,4,Thursday,111,RIGHT FAR (INTERSECTIONS ONLY),1,60146,Cross intersection,3,60,Arterial Other,SEABY,NORTHERN GRAMPIANS,-37.063065,142.76572,2021,8,August,8,Morning Peak,Weekday
T20210017414,2021-08-12,13:30:00,1,Collision with vehicle,4,Thursday,116,LEFT NEAR (INTERSECTIONS ONLY),1,650995,T intersection,3,80,Local Road,BULBAN,WYNDHAM,-37.913563,144.62344,2021,8,August,13,Midday,Weekday
T20210017415,2021-08-12,13:40:00,1,Collision with vehicle,4,Thursday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,71137,Cross intersection,3,100,Local Road,DENISON,WELLINGTON,-38.028767,146.82057,2021,8,August,13,Midday,Weekday
T20210017391,2021-08-12,10:55:00,1,Collision with vehicle,4,Thursday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,51913,Cross intersection,2,100,Arterial Highway,MURRAY VALLEY,CAMPASPE,-36.169697,144.81372,2021,8,August,10,Midday,Weekday
T20210017417,2021-08-12,17:20:00,1,Collision with vehicle,4,Thursday,121,RIGHT THROUGH,2,38311,Cross intersection,3,60,Local Road,HIGH,MANNINGHAM,-37.76799,145.11852,2021,8,August,17,Afternoon Peak,Weekday
T20210017418,2021-08-12,16:10:00,8,No collision and no object struck,4,Thursday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,329703,Cross intersection,2,60,Local Road,MORRIS,WYNDHAM,-37.87936,144.7013,2021,8,August,16,Afternoon Peak,Weekday
T20210017422,2021-08-12,15:55:00,4,Collision with a fixed object,4,Thursday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,1,691733,Not at intersection,2,50,Local Road,HAMMENCE,MONASH,-37.871616,145.16972,2021,8,August,15,Afternoon Peak,Weekday
T20210017423,2021-08-12,16:15:00,1,Collision with vehicle,4,Thursday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,45317,Cross intersection,2,60,Arterial Other,LINCOLN,MOONEE VALLEY,-37.74687,144.9097,2021,8,August,16,Afternoon Peak,Weekday
T20210017369,2021-08-12,04:50:00,1,Collision with vehicle,4,Thursday,116,LEFT NEAR (INTERSECTIONS ONLY),3,690288,T intersection,3,60,Local Road,CLARK,COLAC OTWAY,-38.332592,143.60712,2021,8,August,4,Late Night,Weekday
T20210017434,2021-08-12,18:00:00,1,Collision with vehicle,4,Thursday,160,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,3,690391,Not at intersection,3,60,Local Road,GOLF LINKS,MORNINGTON PENINSULA,-38.19811,145.18048,2021,8,August,18,Afternoon Peak,Weekday
T20210017435,2021-08-12,20:10:00,1,Collision with vehicle,4,Thursday,169,OTHER ON PATH,3,740209,Not at intersection,2,50,Local Road,FORDSON,HUME,-37.673237,144.95992,2021,8,August,20,Night,Weekday
T20210017440,2021-08-12,22:10:00,4,Collision with a fixed object,4,Thursday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,3,692387,T intersection,2,60,Arterial Other,WILLIAMS,STONNINGTON,-37.843033,145.00421,2021,8,August,22,Night,Weekday
T20210017407,2021-08-12,12:45:00,1,Collision with vehicle,4,Thursday,130,REAR END(VEHICLES IN SAME LANE),1,730831,Y intersection,3,100,Arterial Highway,DANDENONG-HASTINGS,FRANKSTON,-38.19308,145.2172,2021,8,August,12,Midday,Weekday
T20210017442,2021-08-12,23:00:00,4,Collision with a fixed object,4,Thursday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,3,691805,Not at intersection,3,50,Local Road,BUNDORA,KINGSTON,-37.98011,145.09352,2021,8,August,23,Night,Weekday
T20210017443,2021-08-12,23:30:00,1,Collision with vehicle,4,Thursday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),3,765180,Cross intersection,2,60,Arterial Other,GLEN HUNTLY,BAYSIDE,-37.883812,144.997,2021,8,August,23,Night,Weekday
T20210017396,2021-08-12,11:10:00,4,Collision with a fixed object,4,Thursday,141,U TURN INTO FIXED OBJECT/PARKED VEHICLE,1,690390,Not at intersection,3,100,Local Road,WATERLOO,BAW BAW,-38.187916,146.22406,2021,8,August,11,Midday,Weekday
T20210017527,2021-08-12,09:35:00,1,Collision with vehicle,4,Thursday,111,RIGHT FAR (INTERSECTIONS ONLY),1,49713,T intersection,2,60,Arterial Other,THOMPSON,GEELONG,-38.09004,144.34743,2021,8,August,9,Morning Peak,Weekday
T20220004191,2021-08-12,17:20:00,1,Collision with vehicle,4,Thursday,130,REAR END(VEHICLES IN SAME LANE),1,50028,Cross intersection,3,60,Arterial Other,WEST FYANS,GEELONG,-38.15823,144.33305,2021,8,August,17,Afternoon Peak,Weekday
T20210019239,2021-08-12,07:40:00,8,No collision and no object struck,4,Thursday,184,OUT OF CONTROL ON CARRIAGEWAY (ON BEND),1,730885,Not at intersection,3,100,Arterial Highway,SUNRAYSIA,PYRENEES,-37.289448,143.54907,2021,8,August,7,Morning Peak,Weekday
T20210017386,2021-08-12,07:45:00,1,Collision with vehicle,4,Thursday,192,STRUCK TRAIN,1,691876,Not at intersection,3,60,Arterial Other,HIGH,STONNINGTON,-37.860043,145.05867,2021,8,August,7,Morning Peak,Weekday
T20210017408,2021-08-12,14:30:00,1,Collision with vehicle,4,Thursday,119,OTHER ADJACENT (INTERSECTIONS ONLY),1,37014,T intersection,3,50,Local Road,ALBERT,MELBOURNE,-37.810127,144.98094,2021,8,August,14,Midday,Weekday
T20210017371,2021-08-12,06:45:00,1,Collision with vehicle,4,Thursday,130,REAR END(VEHICLES IN SAME LANE),1,690533,Not at intersection,2,60,Arterial Other,EPPING-KILMORE,WHITTLESEA,-37.61943,145.02942,2021,8,August,6,Morning Peak,Weekday
T20210017378,2021-08-12,07:55:00,1,Collision with vehicle,4,Thursday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,37784,Cross intersection,2,60,Arterial Other,ORRONG,STONNINGTON,-37.849285,145.01231,2021,8,August,7,Morning Peak,Weekday
T20210017709,2021-08-12,06:00:00,4,Collision with a fixed object,4,Thursday,183,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,2,781232,Not at intersection,3,100,Local Road,MCDONALD GAP,WELLINGTON,-37.596092,147.17905,2021,8,August,6,Morning Peak,Weekday
T20210017382,2021-08-12,07:00:00,1,Collision with vehicle,4,Thursday,121,RIGHT THROUGH,1,48329,T intersection,2,60,Arterial Other,WICKLOW,MAROONDAH,-37.800762,145.27267,2021,8,August,7,Morning Peak,Weekday
T20210017441,2021-08-12,23:50:00,8,No collision and no object struck,4,Thursday,170,OFF CARRIAGEWAY TO LEFT,3,690204,T intersection,2,50,Local Road,SCOTT,MELTON,-37.678673,144.5753,2021,8,August,23,Night,Weekday
T20210017521,2021-08-13,22:45:00,1,Collision with vehicle,5,Friday,133,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES),3,694287,Not at intersection,2,60,Arterial Highway,TOORAK,BOROONDARA,-37.848335,145.07764,2021,8,August,22,Night,Weekday
T20210017535,2021-08-13,14:45:00,1,Collision with vehicle,5,Friday,160,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,1,783584,Not at intersection,2,80,Freeway,TULLAMARINE,HUME,-37.652866,144.8426,2021,8,August,14,Midday,Weekday
T20210017667,2021-08-13,19:45:00,5,collision with some other object,5,Friday,166,STRUCK OBJECT ON CARRIAGEWAY,3,690648,Not at intersection,2,50,Local Road,VICTOR,CASEY,-38.020897,145.30911,2021,8,August,19,Night,Weekday
T20210017445,2021-08-13,00:48:00,1,Collision with vehicle,5,Friday,139,OTHER SAME DIRECTION-MANOUEVRES NOT INCLUDED IN DCAs 130-137,3,774531,Not at intersection,3,60,Freeway,KOROROIT CREEK-PRINCES IN,WYNDHAM,-37.84341,144.78412,2021,8,August,0,Late Night,Weekday
T20210017640,2021-08-13,22:50:00,2,Struck Pedestrian,5,Friday,105,PED WALKING AGAINST TRAFFIC.,5,695281,T intersection,3,50,Local Road,MURPHY,HOBSONS BAY,-37.834545,144.84355,2021,8,August,22,Night,Weekday
T20210018152,2021-08-13,05:20:00,4,Collision with a fixed object,5,Friday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,3,691296,Not at intersection,3,50,Freeway,WEST GATE IN-POWER,MELBOURNE,-37.825783,144.96484,2021,8,August,5,Morning Peak,Weekday
T20210018099,2021-08-13,13:40:00,2,Struck Pedestrian,5,Friday,106,VEH STRIKES PED ON FOOTPATH/MEDIAN/TRAFFIC ISLAND.,1,691210,Not at intersection,3,40,Local Road,RICHARDS,MOUNT ALEXANDER,-37.053303,144.20862,2021,8,August,13,Midday,Weekday
T20210017843,2021-08-13,13:30:00,1,Collision with vehicle,5,Friday,130,REAR END(VEHICLES IN SAME LANE),1,38875,T intersection,3,70,Arterial Other,KANGAROO GROUND-WATTLE GLEN,NILLUMBIK,-37.66597,145.1814,2021,8,August,13,Midday,Weekday
T20210017456,2021-08-13,08:10:00,1,Collision with vehicle,5,Friday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,37972,Cross intersection,3,60,Local Road,DUNDAS,DAREBIN,-37.75283,145.0064,2021,8,August,8,Morning Peak,Weekday
T20210018390,2021-08-13,08:45:00,2,Struck Pedestrian,5,Friday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,1,692693,Not at intersection,3,40,Local Road,WILKINSON,CAMPASPE,-36.13788,144.72437,2021,8,August,8,Morning Peak,Weekday
T20210018060,2021-08-13,15:00:00,1,Collision with vehicle,5,Friday,133,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES),1,691358,Not at intersection,3,80,Freeway,WEST GATE,MELBOURNE,-37.83056,144.90012,2021,8,August,15,Afternoon Peak,Weekday
T20210017460,2021-08-13,08:51:00,4,Collision with a fixed object,5,Friday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,690392,Not at intersection,2,80,Arterial Highway,DANDENONG,STONNINGTON,-37.88455,145.06773,2021,8,August,8,Morning Peak,Weekday
T20210017470,2021-08-13,12:08:00,1,Collision with vehicle,5,Friday,121,RIGHT THROUGH,1,64091,T intersection,3,70,Arterial Other,MANNINGHAM,MANNINGHAM,-37.77221,145.10368,2021,8,August,12,Midday,Weekday
T20210017473,2021-08-13,11:46:00,1,Collision with vehicle,5,Friday,132,RIGHT REAR.,1,690529,Not at intersection,3,50,Local Road,MAIN,BAW BAW,-38.187374,146.00354,2021,8,August,11,Midday,Weekday
T20210017474,2021-08-13,11:40:00,1,Collision with vehicle,5,Friday,121,RIGHT THROUGH,1,71426,T intersection,2,60,Arterial Other,THOMPSON,GEELONG,-38.095074,144.34647,2021,8,August,11,Midday,Weekday
T20210017477,2021-08-13,11:00:00,1,Collision with vehicle,5,Friday,134,LANE CHANGE RIGHT (NOT OVERTAKING),1,691877,Not at intersection,3,100,Freeway,WESTERN RING,MORELAND,-37.69396,144.90869,2021,8,August,11,Midday,Weekday
T20210017481,2021-08-13,12:50:00,6,Vehicle overturned (no collision),5,Friday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,784997,Not at intersection,3,50,Local Road,DIANE,YARRA RANGES,-37.782032,145.30699,2021,8,August,12,Midday,Weekday
T20210017482,2021-08-13,08:59:00,1,Collision with vehicle,5,Friday,130,REAR END(VEHICLES IN SAME LANE),1,694323,Not at intersection,2,80,Freeway,CALDER,BRIMBANK,-37.709564,144.82455,2021,8,August,8,Morning Peak,Weekday
T20210017485,2021-08-13,13:40:00,1,Collision with vehicle,5,Friday,130,REAR END(VEHICLES IN SAME LANE),1,730834,Not at intersection,2,60,Arterial Highway,NORTHERN,MITCHELL,-37.285564,144.94928,2021,8,August,13,Midday,Weekday
T20210017490,2021-08-13,14:05:00,1,Collision with vehicle,5,Friday,142,LEAVING PARKING,1,730835,Not at intersection,3,40,Local Road,SMITH,BAW BAW,-38.16126,145.9318,2021,8,August,14,Midday,Weekday
T20210017496,2021-08-13,14:46:00,1,Collision with vehicle,5,Friday,132,RIGHT REAR.,1,69417,Cross intersection,3,60,Arterial Other,JASPER,GLEN EIRA,-37.91703,145.04196,2021,8,August,14,Midday,Weekday
T20210017497,2021-08-13,16:18:00,1,Collision with vehicle,5,Friday,134,LANE CHANGE RIGHT (NOT OVERTAKING),1,693054,Not at intersection,3,60,Arterial Other,WARRIGAL,WHITEHORSE,-37.843643,145.09682,2021,8,August,16,Afternoon Peak,Weekday
T20210017499,2021-08-13,15:13:00,1,Collision with vehicle,5,Friday,119,OTHER ADJACENT (INTERSECTIONS ONLY),1,35985,T intersection,3,50,Local Road,EWING,MORELAND,-37.77225,144.96774,2021,8,August,15,Afternoon Peak,Weekday
T20210017501,2021-08-13,18:10:00,2,Struck Pedestrian,5,Friday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,3,693713,Cross intersection,2,60,Local Road,CARRINGTON,WHITEHORSE,-37.86104,145.16191,2021,8,August,18,Afternoon Peak,Weekday
T20210017520,2021-08-13,22:00:00,4,Collision with a fixed object,5,Friday,183,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,3,700997,T intersection,2,50,Local Road,RUTHVEN,BANYULE,-37.729744,145.06534,2021,8,August,22,Night,Weekday
T20210020405,2021-08-13,16:10:00,1,Collision with vehicle,5,Friday,130,REAR END(VEHICLES IN SAME LANE),9,694529,Unknown,3,80,Arterial Other,THOMPSONS,CASEY,-38.078503,145.24728,2021,8,August,16,Afternoon Peak,Weekday
T20210017699,2021-08-13,11:00:00,1,Collision with vehicle,5,Friday,142,LEAVING PARKING,1,690750,Not at intersection,2,40,Local Road,STATION,BAYSIDE,-37.949036,145.00453,2021,8,August,11,Midday,Weekday
T20210018912,2021-08-13,16:10:00,1,Collision with vehicle,5,Friday,111,RIGHT FAR (INTERSECTIONS ONLY),9,45219,T intersection,3,60,Local Road,ROSAMOND,MARIBYRNONG,-37.782143,144.88426,2021,8,August,16,Afternoon Peak,Weekday
T20210017503,2021-08-13,18:00:00,1,Collision with vehicle,5,Friday,132,RIGHT REAR.,3,19421,T intersection,2,60,Arterial Other,HOLDSWORTH,BENDIGO,-36.73873,144.2628,2021,8,August,18,Afternoon Peak,Weekday
T20210017505,2021-08-13,16:14:00,4,Collision with a fixed object,5,Friday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,1,690394,Not at intersection,2,80,Local Road,BALDRYS,MORNINGTON PENINSULA,-38.418457,144.95914,2021,8,August,16,Afternoon Peak,Weekday
T20210017511,2021-08-13,00:05:00,1,Collision with vehicle,5,Friday,160,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,3,690448,Not at intersection,2,60,Local Road,COPPARDS,GEELONG,-38.165512,144.404,2021,8,August,0,Late Night,Weekday
